Time (ms),Voltage (V),Current (A),Temperature (°C),Motor Speed (RPM),Hall Code,Estimated SOC (%),Ground Truth SOC (%),Residual (%),Fault Label
75300,3.71,4.73,39.3,1183,011,88.0,88.3,0.3,Normal
75400,3.51,4.28,34.9,1141,001,99.6,98.3,1.3,Warning
75500,3.86,3.27,30.4,1318,101,90.2,91.3,1.1,Warning
75600,3.65,3.63,28.3,1156,110,97.7,99.8,2.1,Warning
75700,3.62,4.59,45.1,1325,001,99.2,98.2,1.0,Normal
75800,3.51,2.6,33.1,1295,111,98.0,99.0,1.0,Normal
75900,3.67,2.31,26.7,1347,100,86.0,85.3,0.7,Normal
76000,3.54,1.04,28.9,1265,010,94.8,94.5,0.3,Normal
76100,3.61,4.31,25.6,1161,000,86.8,85.89999999999999,0.9,Normal
76200,3.86,4.2,18.0,1362,010,85.1,84.89999999999999,0.2,Normal
76300,3.59,1.42,31.6,1211,010,85.8,84.5,1.3,Warning
76400,3.71,3.31,38.9,1352,000,98.7,99.3,0.6,Normal
76500,3.53,2.86,21.8,1298,101,98.6,96.89999999999999,1.7,Warning
76600,3.6,1.47,30.3,1277,001,88.4,89.7,1.3,Warning
76700,3.78,4.92,26.5,1125,001,93.2,90.9,2.3,Warning
76800,3.54,1.86,32.6,1345,101,99.3,95.7,3.6,Fault
76900,3.78,1.27,29.1,1118,000,92.5,91.8,0.7,Normal
77000,3.67,3.38,23.2,1364,011,90.9,88.0,2.9,Warning
77100,3.54,3.96,25.1,1119,010,92.2,89.0,3.2,Fault
77200,3.66,1.13,25.8,1205,100,96.9,96.9,0.0,Normal
77300,3.7,3.63,36.7,1336,001,92.2,91.60000000000001,0.6,Normal
77400,3.66,3.13,36.5,1345,101,96.7,97.4,0.7,Normal
77500,3.44,1.41,28.4,1180,100,91.5,92.1,0.6,Normal
77600,3.53,1.69,36.1,1249,110,88.8,88.0,0.8,Normal
77700,3.58,3.27,29.1,1109,000,89.9,91.9,2.0,Warning
77800,3.59,2.19,28.4,1323,100,86.2,84.4,1.8,Warning
77900,3.66,4.75,30.3,1363,111,92.5,91.7,0.8,Normal
78000,3.62,4.27,31.4,1248,100,87.2,85.7,1.5,Warning
78100,3.47,4.93,27.2,1377,111,97.2,97.0,0.2,Normal
78200,3.64,2.04,30.1,1373,010,91.3,89.8,1.5,Warning
78300,3.66,4.88,33.9,1293,000,96.5,95.6,0.9,Normal
78400,3.66,2.72,30.6,1271,100,99.3,98.0,1.3,Warning
78500,3.71,2.39,30.2,1364,001,97.7,95.8,1.9,Warning
78600,3.68,1.2,32.5,1125,000,99.3,100.7,1.4,Warning
78700,3.65,1.21,33.3,1125,001,93.5,94.1,0.6,Normal
78800,3.59,3.77,29.7,1133,101,87.5,83.5,4.0,Fault
78900,3.43,2.83,27.6,1363,101,99.0,98.2,0.8,Normal
79000,3.64,1.91,30.9,1237,110,98.0,100.1,2.1,Warning
79100,3.62,3.46,22.0,1282,011,98.0,100.1,2.1,Warning
79200,3.63,2.01,28.9,1341,101,95.4,95.0,0.4,Normal
79300,3.47,3.31,17.6,1153,100,94.4,94.7,0.3,Normal
79400,3.49,2.44,21.6,1267,000,85.2,85.9,0.7,Normal
79500,3.71,4.29,20.9,1218,101,96.2,93.0,3.2,Fault
79600,3.6,4.28,35.2,1242,001,86.4,86.5,0.1,Normal
79700,3.67,2.91,30.1,1180,100,88.9,87.2,1.7,Warning
79800,3.6,2.4,23.7,1344,101,93.3,92.39999999999999,0.9,Normal
79900,3.6,2.45,32.5,1161,111,91.8,91.7,0.1,Normal
80000,3.69,4.22,34.9,1145,111,85.2,86.4,1.2,Warning
80100,3.55,2.31,32.5,1186,010,97.4,95.7,1.7,Warning
80200,3.61,1.84,29.1,1198,001,98.2,101.2,3.0,Warning
80300,3.55,1.34,31.2,1394,110,95.2,93.4,1.8,Warning
80400,3.56,2.87,34.5,1152,110,93.1,92.39999999999999,0.7,Normal
80500,3.57,2.93,27.7,1291,110,99.4,98.0,1.4,Warning
80600,3.62,4.36,30.1,1179,001,86.8,86.3,0.5,Normal
80700,3.55,1.88,28.7,1115,110,96.1,97.5,1.4,Warning
80800,3.73,2.52,21.9,1293,011,86.9,85.80000000000001,1.1,Warning
80900,3.51,4.23,34.6,1240,010,90.7,88.9,1.8,Warning
81000,3.58,4.29,40.3,1207,011,93.8,94.0,0.2,Normal
81100,3.56,2.54,25.6,1364,111,96.1,94.6,1.5,Warning
81200,3.74,2.84,34.8,1389,101,85.1,84.19999999999999,0.9,Normal
81300,3.62,2.21,25.8,1308,010,88.9,87.7,1.2,Warning
81400,3.7,4.73,30.7,1264,001,93.1,93.89999999999999,0.8,Normal
81500,3.45,1.47,37.5,1251,011,93.0,90.6,2.4,Warning
81600,3.63,4.73,27.4,1389,100,94.6,93.69999999999999,0.9,Normal
81700,3.69,3.74,29.9,1367,010,89.6,87.89999999999999,1.7,Warning
81800,3.61,3.13,21.0,1250,001,93.1,93.19999999999999,0.1,Normal
81900,3.71,1.13,26.7,1306,000,87.8,85.8,2.0,Warning
82000,3.55,2.9,20.5,1354,010,87.8,87.89999999999999,0.1,Normal
82100,3.74,2.63,32.1,1240,010,93.6,94.39999999999999,0.8,Normal
82200,3.83,1.64,34.2,1195,101,95.3,92.1,3.2,Fault
82300,3.56,3.63,28.9,1326,100,86.8,89.89999999999999,3.1,Fault
82400,3.56,4.88,31.4,1292,101,86.8,81.8,5.0,Fault
82500,3.75,3.25,28.4,1217,110,93.5,91.9,1.6,Warning
82600,3.76,3.86,33.7,1104,010,89.1,89.1,0.0,Normal
82700,3.55,1.27,30.6,1342,111,90.9,89.9,1.0,Normal
82800,3.56,2.67,20.1,1120,010,91.0,89.4,1.6,Warning
82900,3.57,1.47,34.7,1251,110,87.7,87.7,0.0,Normal
83000,3.47,3.45,28.1,1227,100,85.0,81.4,3.6,Fault
83100,3.51,4.75,23.6,1223,100,97.8,95.1,2.7,Warning
83200,3.5,3.65,27.8,1245,111,95.7,91.10000000000001,4.6,Fault
83300,3.52,1.31,20.5,1376,111,95.4,96.7,1.3,Warning
83400,3.6,2.42,23.8,1251,011,93.2,92.4,0.8,Normal
83500,3.62,3.2,30.7,1210,001,95.5,97.1,1.6,Warning
83600,3.76,2.61,31.1,1215,001,99.0,100.1,1.1,Warning
83700,3.5,4.33,31.5,1287,011,95.0,95.0,0.0,Normal
83800,3.7,4.26,30.0,1156,001,89.0,89.0,0.0,Normal
83900,3.58,3.45,26.5,1350,010,93.6,92.5,1.1,Warning
84000,3.6,2.49,29.7,1249,011,91.6,91.3,0.3,Normal
84100,3.67,2.02,27.8,1261,011,93.3,91.6,1.7,Warning
84200,3.49,1.42,21.9,1219,001,92.8,91.8,1.0,Normal
84300,3.64,2.42,26.1,1169,000,97.9,94.9,3.0,Warning
84400,3.62,2.65,34.4,1198,111,94.8,93.1,1.7,Warning
84500,3.65,3.7,37.9,1266,001,87.8,89.1,1.3,Warning
84600,3.63,3.63,33.3,1397,101,85.9,85.60000000000001,0.3,Normal
84700,3.85,1.28,37.7,1250,000,91.4,91.0,0.4,Normal
84800,3.54,2.58,30.4,1101,011,85.2,84.0,1.2,Warning
84900,3.55,1.73,38.7,1251,000,89.8,87.7,2.1,Warning
85000,3.54,1.63,40.3,1164,010,90.5,89.6,0.9,Normal
85100,3.54,4.31,21.3,1168,100,90.6,89.19999999999999,1.4,Warning
85200,3.54,1.17,31.1,1220,000,99.7,100.9,1.2,Warning
85300,3.72,2.68,30.4,1208,101,89.6,89.8,0.2,Normal
85400,3.74,1.67,27.9,1346,100,89.0,91.4,2.4,Warning
85500,3.54,4.52,32.5,1192,010,86.9,85.7,1.2,Warning
85600,3.52,3.23,30.2,1367,101,92.7,90.9,1.8,Warning
85700,3.65,1.93,26.3,1202,110,87.3,88.8,1.5,Warning
85800,3.54,3.01,29.9,1211,100,94.2,93.5,0.7,Normal
85900,3.66,3.93,36.0,1161,110,87.3,87.0,0.3,Normal
86000,3.62,4.83,30.9,1399,010,93.7,90.7,3.0,Warning
86100,3.45,1.88,33.1,1235,100,97.4,98.2,0.8,Normal
86200,3.75,4.54,28.6,1154,100,85.6,83.69999999999999,1.9,Warning
86300,3.78,4.74,32.3,1207,001,91.3,89.1,2.2,Warning
86400,3.54,4.67,24.0,1357,101,91.9,91.7,0.2,Normal
86500,3.56,3.54,27.5,1352,111,96.9,96.0,0.9,Normal
86600,3.63,3.52,29.5,1321,101,92.0,89.9,2.1,Warning
86700,3.63,2.61,23.6,1266,000,93.5,94.6,1.1,Warning
86800,3.67,4.01,25.8,1259,110,96.9,97.0,0.1,Normal
86900,3.8,3.13,31.6,1265,110,93.4,92.60000000000001,0.8,Normal
87000,3.58,3.71,30.6,1304,101,90.4,86.80000000000001,3.6,Fault
87100,3.52,2.71,34.0,1366,101,86.3,86.39999999999999,0.1,Normal
87200,3.46,3.93,27.0,1237,100,95.9,95.80000000000001,0.1,Normal
87300,3.53,4.3,30.3,1347,110,98.1,95.3,2.8,Warning
87400,3.6,1.59,26.6,1154,011,99.6,98.1,1.5,Warning
87500,3.78,4.33,33.5,1308,111,98.9,95.10000000000001,3.8,Fault
87600,3.55,3.16,36.0,1116,001,97.0,94.9,2.1,Warning
87700,3.62,4.38,32.4,1167,111,94.7,94.4,0.3,Normal
87800,3.6,2.73,35.3,1232,000,96.7,96.60000000000001,0.1,Normal
87900,3.72,2.52,30.2,1287,111,91.5,92.2,0.7,Normal
88000,3.85,4.66,34.0,1237,001,93.9,95.4,1.5,Warning
88100,3.55,2.0,30.4,1273,000,90.2,89.2,1.0,Normal
88200,3.55,4.38,24.9,1196,010,89.9,88.5,1.4,Warning
88300,3.7,2.94,31.2,1270,100,96.4,94.80000000000001,1.6,Warning
88400,3.67,3.06,25.0,1253,101,91.8,91.5,0.3,Normal
88500,3.78,2.23,41.7,1282,101,88.2,84.8,3.4,Fault
88600,3.66,3.29,28.3,1341,011,88.0,89.5,1.5,Warning
88700,3.56,2.3,33.2,1384,111,97.9,99.60000000000001,1.7,Warning
88800,3.66,1.16,29.9,1126,110,95.2,95.9,0.7,Normal
88900,3.71,2.09,23.8,1159,110,93.2,92.7,0.5,Normal
89000,3.68,1.03,20.5,1301,001,91.0,92.1,1.1,Warning
89100,3.65,4.91,33.7,1349,001,91.5,89.0,2.5,Warning
89200,3.71,4.86,37.7,1168,001,85.9,86.5,0.6,Normal
89300,3.72,2.58,26.3,1120,110,91.8,92.7,0.9,Normal
89400,3.74,3.91,21.7,1251,101,96.9,94.80000000000001,2.1,Warning
89500,3.66,2.38,28.4,1201,110,90.8,90.0,0.8,Normal
89600,3.58,3.68,25.3,1194,001,90.8,89.1,1.7,Warning
89700,3.61,4.22,26.7,1328,100,85.2,84.8,0.4,Normal
89800,3.72,4.79,33.1,1224,000,91.9,91.0,0.9,Normal
89900,3.52,2.6,29.7,1357,101,85.4,87.10000000000001,1.7,Warning
90000,3.64,4.13,25.9,1335,100,93.6,93.3,0.3,Normal
90100,3.56,2.06,32.9,1261,010,92.6,93.69999999999999,1.1,Warning
90200,3.6,4.96,33.3,1141,111,97.6,94.19999999999999,3.4,Fault
90300,3.73,1.1,28.3,1375,100,93.7,91.3,2.4,Warning
90400,3.62,3.41,30.7,1167,111,89.9,90.4,0.5,Normal
90500,3.6,3.64,32.6,1272,100,92.7,92.5,0.2,Normal
90600,3.46,3.75,32.1,1224,010,95.5,95.2,0.3,Normal
90700,3.67,1.48,30.2,1269,100,86.4,82.7,3.7,Fault
90800,3.66,4.75,37.2,1146,000,94.3,93.2,1.1,Warning
90900,3.82,1.72,32.9,1360,101,98.7,98.8,0.1,Normal
91000,3.57,3.49,27.7,1316,111,89.5,88.8,0.7,Normal
91100,3.62,1.89,27.8,1223,011,94.4,96.2,1.8,Warning
91200,3.62,2.23,27.2,1392,110,97.3,96.89999999999999,0.4,Normal
91300,3.76,3.19,33.2,1261,010,92.7,93.8,1.1,Warning
91400,3.59,2.67,26.9,1300,111,95.8,98.1,2.3,Warning
91500,3.63,1.64,27.9,1374,101,89.7,86.2,3.5,Fault
91600,3.66,1.68,35.3,1305,001,89.6,89.1,0.5,Normal
91700,3.62,2.67,31.0,1139,111,95.0,95.7,0.7,Normal
91800,3.56,4.03,36.0,1372,000,95.6,97.6,2.0,Warning
91900,3.62,4.59,34.0,1287,011,99.1,98.89999999999999,0.2,Normal
92000,3.71,1.34,24.1,1192,000,88.4,88.10000000000001,0.3,Normal
92100,3.5,2.57,29.5,1141,111,92.0,90.4,1.6,Warning
92200,3.61,1.4,34.9,1206,000,88.8,89.7,0.9,Normal
92300,3.53,1.07,23.9,1164,001,86.2,86.5,0.3,Normal
92400,3.72,3.65,32.1,1234,011,91.0,91.9,0.9,Normal
92500,3.45,3.41,29.8,1123,110,90.6,90.39999999999999,0.2,Normal
92600,3.54,1.65,21.2,1127,000,89.1,91.6,2.5,Warning
92700,3.64,1.94,30.6,1161,001,89.5,90.2,0.7,Normal
92800,3.76,1.09,25.8,1372,010,90.4,89.0,1.4,Warning
92900,3.59,4.34,24.2,1328,001,99.8,101.1,1.3,Warning
93000,3.54,4.9,30.0,1119,100,96.7,94.7,2.0,Warning
93100,3.79,1.54,20.3,1102,111,86.1,84.3,1.8,Warning
93200,3.46,1.93,26.6,1317,101,98.1,96.19999999999999,1.9,Warning
93300,3.38,4.47,42.8,1235,111,94.5,94.0,0.5,Normal
93400,3.64,4.71,33.3,1102,111,98.4,98.0,0.4,Normal
93500,3.55,2.68,25.6,1292,001,90.1,89.1,1.0,Normal
93600,3.5,1.2,37.0,1172,001,92.0,89.5,2.5,Warning
93700,3.67,1.16,25.0,1217,001,98.4,96.10000000000001,2.3,Warning
93800,3.62,3.3,27.2,1253,111,89.1,91.1,2.0,Warning
93900,3.54,2.57,24.3,1308,110,98.7,99.5,0.8,Normal
94000,3.47,1.11,31.3,1133,000,97.4,98.5,1.1,Warning
94100,3.69,3.33,36.8,1236,110,99.7,98.10000000000001,1.6,Warning
94200,3.67,1.05,25.0,1219,011,89.9,90.4,0.5,Normal
94300,3.59,4.15,19.7,1214,001,88.5,88.3,0.2,Normal
94400,3.78,2.23,35.5,1112,001,90.0,86.9,3.1,Fault
94500,3.49,1.16,37.8,1168,100,99.3,97.1,2.2,Warning
94600,3.45,3.35,20.0,1356,100,90.0,87.4,2.6,Warning
94700,3.53,2.59,32.3,1188,010,93.5,94.1,0.6,Normal
94800,3.6,4.9,31.1,1146,010,91.1,94.8,3.7,Fault
94900,3.62,3.18,26.1,1359,100,90.9,91.0,0.1,Normal
95000,3.58,2.1,23.0,1327,011,87.9,89.60000000000001,1.7,Warning
95100,3.64,3.84,35.0,1279,010,93.1,95.5,2.4,Warning
95200,3.47,2.09,30.9,1109,101,97.7,95.5,2.2,Warning
95300,3.74,4.62,31.3,1383,101,85.7,86.5,0.8,Normal
95400,3.59,2.5,26.9,1225,011,98.3,99.0,0.7,Normal
95500,3.71,3.2,26.0,1233,100,95.0,95.0,0.0,Normal
95600,3.63,1.2,17.7,1254,010,94.3,91.3,3.0,Warning
95700,3.65,2.7,28.9,1347,001,94.4,94.10000000000001,0.3,Normal
95800,3.66,4.33,37.2,1239,100,89.4,87.5,1.9,Warning
95900,3.64,4.22,25.5,1275,010,91.2,91.2,0.0,Normal
96000,3.66,1.9,22.4,1273,011,97.0,98.9,1.9,Warning
96100,3.73,1.9,32.2,1173,101,89.6,90.89999999999999,1.3,Warning
96200,3.62,4.27,33.1,1242,111,92.1,91.6,0.5,Normal
96300,3.67,4.72,27.1,1391,011,85.3,84.6,0.7,Normal
96400,3.59,1.38,28.3,1211,111,96.0,94.7,1.3,Warning
96500,3.74,2.8,31.3,1305,010,91.3,90.0,1.3,Warning
96600,3.53,2.35,29.2,1230,011,92.9,91.0,1.9,Warning
96700,3.78,4.48,35.0,1209,010,86.7,87.4,0.7,Normal
96800,3.6,1.33,42.2,1166,010,99.9,96.7,3.2,Fault
96900,3.46,1.84,21.5,1185,111,89.5,86.1,3.4,Fault
97000,3.61,4.01,36.1,1374,011,94.5,94.8,0.3,Normal
97100,3.53,1.21,30.5,1326,000,93.7,94.4,0.7,Normal
97200,3.68,2.97,36.9,1109,001,96.8,99.0,2.2,Warning
97300,3.53,2.77,33.6,1387,100,89.4,88.60000000000001,0.8,Normal
97400,3.56,2.34,30.3,1211,101,96.3,95.1,1.2,Warning
97500,3.41,2.58,33.8,1123,001,90.7,91.10000000000001,0.4,Normal
97600,3.55,3.12,28.0,1390,100,91.2,90.3,0.9,Normal
97700,3.36,1.65,26.1,1267,100,95.1,96.69999999999999,1.6,Warning
97800,3.44,3.29,34.1,1208,101,96.8,94.8,2.0,Warning
97900,3.68,4.22,25.8,1289,001,95.0,95.3,0.3,Normal
98000,3.68,4.04,33.2,1295,101,98.5,97.6,0.9,Normal
98100,3.64,1.62,30.2,1132,010,89.3,88.5,0.8,Normal
98200,3.5,1.6,18.4,1304,101,98.5,100.9,2.4,Warning
98300,3.6,2.07,27.1,1281,111,87.0,85.2,1.8,Warning
98400,3.6,2.44,31.7,1246,111,94.9,95.60000000000001,0.7,Normal
98500,3.48,2.63,28.0,1367,011,93.2,92.4,0.8,Normal
98600,3.75,3.72,17.3,1110,000,92.4,94.0,1.6,Warning
98700,3.69,1.23,36.6,1169,000,89.7,89.9,0.2,Normal
98800,3.58,1.14,30.8,1355,000,92.6,91.6,1.0,Normal
98900,3.6,2.57,32.2,1318,001,87.4,88.5,1.1,Warning
99000,3.62,3.79,27.6,1396,111,90.5,91.5,1.0,Normal
99100,3.4,1.77,32.7,1358,001,86.5,85.8,0.7,Normal
99200,3.58,3.57,39.2,1102,010,93.6,93.39999999999999,0.2,Normal
99300,3.53,2.04,26.3,1183,110,86.4,85.4,1.0,Normal
99400,3.5,4.54,38.3,1255,000,87.4,87.5,0.1,Normal
99500,3.57,4.58,32.0,1250,010,86.3,84.8,1.5,Warning
99600,3.78,2.19,25.7,1275,111,90.7,91.10000000000001,0.4,Normal
99700,3.66,1.92,41.1,1294,110,97.6,96.19999999999999,1.4,Warning
99800,3.54,2.65,32.0,1206,000,98.6,99.5,0.9,Normal
99900,3.66,1.96,33.4,1233,001,86.1,86.5,0.4,Normal
100000,3.74,3.69,28.7,1375,110,94.5,92.9,1.6,Warning
100100,3.69,4.3,26.0,1254,011,95.3,95.6,0.3,Normal
100200,3.61,3.69,30.8,1376,011,93.0,94.3,1.3,Warning
100300,3.54,4.3,37.9,1335,011,95.0,91.9,3.1,Fault
100400,3.67,2.59,28.5,1339,101,88.5,88.1,0.4,Normal
100500,3.64,1.63,29.9,1112,011,92.3,91.1,1.2,Warning
100600,3.69,3.95,37.3,1134,100,90.9,93.80000000000001,2.9,Warning
100700,3.66,2.44,28.5,1146,000,86.3,83.8,2.5,Warning
100800,3.7,3.69,32.6,1313,011,94.4,89.9,4.5,Fault
100900,3.55,2.08,34.4,1245,110,92.4,90.0,2.4,Warning
101000,3.73,1.32,29.0,1258,111,89.1,86.5,2.6,Warning
101100,3.62,4.97,31.5,1224,100,92.1,92.19999999999999,0.1,Normal
101200,3.81,1.62,33.3,1209,100,96.6,95.69999999999999,0.9,Normal
101300,3.53,4.95,28.0,1136,100,97.0,95.8,1.2,Warning
101400,3.77,4.91,34.1,1376,010,94.7,95.2,0.5,Normal
101500,3.62,4.18,27.3,1113,110,92.0,91.7,0.3,Normal
101600,3.53,3.64,26.6,1331,010,93.6,94.6,1.0,Normal
101700,3.55,3.31,22.4,1223,100,90.8,90.89999999999999,0.1,Normal
101800,3.57,4.46,27.5,1378,101,86.9,85.10000000000001,1.8,Warning
101900,3.64,2.16,25.9,1210,011,90.8,92.89999999999999,2.1,Warning
102000,3.65,2.87,28.0,1223,111,93.0,91.1,1.9,Warning
102100,3.54,3.48,33.1,1129,000,94.0,95.9,1.9,Warning
102200,3.6,2.64,21.4,1214,110,99.0,98.4,0.6,Normal
102300,3.81,2.71,20.1,1189,101,96.7,96.0,0.7,Normal
102400,3.77,2.32,26.3,1311,001,87.3,85.89999999999999,1.4,Warning
102500,3.64,3.26,32.3,1137,010,87.6,87.39999999999999,0.2,Normal
102600,3.6,4.4,31.4,1182,011,86.5,87.6,1.1,Warning
102700,3.61,1.81,26.2,1126,011,96.1,95.3,0.8,Normal
102800,3.66,4.74,35.8,1316,001,95.6,91.8,3.8,Fault
102900,3.5,3.76,26.7,1314,001,99.8,99.3,0.5,Normal
103000,3.57,4.29,32.3,1320,110,92.8,93.6,0.8,Normal
103100,3.43,3.22,28.2,1114,011,97.4,97.60000000000001,0.2,Normal
103200,3.64,4.12,25.7,1358,001,93.6,92.89999999999999,0.7,Normal
103300,3.66,1.06,27.0,1365,011,98.1,98.0,0.1,Normal
103400,3.55,4.27,33.7,1219,101,95.8,95.89999999999999,0.1,Normal
103500,3.76,1.16,31.8,1227,110,94.6,92.1,2.5,Warning
103600,3.48,4.56,34.8,1310,111,93.5,92.2,1.3,Warning
103700,3.45,4.97,31.8,1110,001,95.8,95.5,0.3,Normal
103800,3.62,2.18,21.9,1275,101,91.3,91.0,0.3,Normal
103900,3.7,1.84,40.6,1232,101,86.4,85.60000000000001,0.8,Normal
104000,3.77,4.06,31.9,1113,001,85.6,84.3,1.3,Warning
104100,3.55,2.01,32.6,1149,110,92.2,89.8,2.4,Warning
104200,3.71,4.46,28.1,1171,011,94.0,94.1,0.1,Normal
104300,3.6,1.41,35.6,1168,111,86.2,87.2,1.0,Normal
104400,3.58,1.5,24.5,1115,100,89.3,89.6,0.3,Normal
104500,3.69,4.92,33.0,1155,011,89.8,90.6,0.8,Normal
104600,3.67,3.7,19.6,1204,000,93.4,95.2,1.8,Warning
104700,3.44,4.39,33.4,1231,001,89.2,86.60000000000001,2.6,Warning
104800,3.75,2.3,24.6,1147,010,86.4,84.60000000000001,1.8,Warning
104900,3.74,3.71,31.4,1347,110,87.5,90.4,2.9,Warning
105000,3.54,3.38,36.8,1372,001,87.6,86.8,0.8,Normal
105100,3.64,3.41,34.1,1210,000,97.6,97.69999999999999,0.1,Normal
105200,3.65,3.73,36.1,1137,101,89.3,89.5,0.2,Normal
105300,3.63,3.3,35.6,1339,010,95.7,98.9,3.2,Fault
105400,3.54,2.72,27.4,1220,010,93.5,93.0,0.5,Normal
105500,3.53,2.1,33.0,1147,011,99.7,99.10000000000001,0.6,Normal
105600,3.6,4.07,21.4,1109,100,89.1,90.39999999999999,1.3,Warning
105700,3.72,1.91,26.6,1332,011,87.4,84.5,2.9,Warning
105800,3.65,3.77,37.0,1135,110,85.8,84.1,1.7,Warning
105900,3.56,1.93,28.1,1103,010,88.6,89.69999999999999,1.1,Warning
106000,3.68,3.5,20.7,1143,111,95.3,93.3,2.0,Warning
106100,3.32,3.99,40.1,1155,111,86.3,86.5,0.2,Normal
106200,3.71,1.87,32.8,1141,010,88.7,86.60000000000001,2.1,Warning
106300,3.43,1.24,33.8,1354,111,97.8,99.5,1.7,Warning
106400,3.56,1.52,25.1,1327,111,93.7,92.9,0.8,Normal
106500,3.49,3.42,31.4,1213,100,86.0,87.3,1.3,Warning
106600,3.47,4.4,31.3,1336,110,85.7,86.5,0.8,Normal
106700,3.72,1.18,25.9,1273,001,85.9,88.30000000000001,2.4,Warning
106800,3.55,3.94,29.2,1354,100,99.1,100.5,1.4,Warning
106900,3.63,2.37,22.5,1376,101,97.7,99.10000000000001,1.4,Warning
107000,3.6,2.91,28.3,1168,011,97.7,99.2,1.5,Warning
107100,3.65,4.72,34.9,1329,111,98.9,98.10000000000001,0.8,Normal
107200,3.61,2.33,26.3,1166,001,92.6,94.69999999999999,2.1,Warning
107300,3.47,2.86,39.5,1135,011,88.7,87.8,0.9,Normal
107400,3.7,1.05,22.8,1258,111,91.0,89.0,2.0,Warning
107500,3.55,1.33,28.7,1248,100,95.8,96.6,0.8,Normal
107600,3.44,2.03,26.7,1126,001,98.1,97.69999999999999,0.4,Normal
107700,3.56,1.11,29.1,1171,100,91.5,91.5,0.0,Normal
107800,3.75,3.53,36.9,1347,101,93.0,93.1,0.1,Normal
107900,3.69,2.71,25.1,1200,000,99.0,102.3,3.3,Fault
108000,3.57,3.19,27.7,1289,010,86.6,87.8,1.2,Warning
108100,3.57,1.7,33.3,1195,110,97.9,95.2,2.7,Warning
108200,3.57,2.18,30.5,1381,001,87.4,86.4,1.0,Normal
108300,3.81,3.66,30.9,1377,010,92.3,92.2,0.1,Normal
108400,3.64,4.86,25.2,1116,000,88.3,90.8,2.5,Warning
108500,3.64,1.2,29.6,1362,001,94.0,92.6,1.4,Warning
108600,3.7,4.56,35.7,1206,010,93.4,94.30000000000001,0.9,Normal
108700,3.62,3.31,22.0,1167,010,90.7,92.10000000000001,1.4,Warning
108800,3.57,3.26,26.5,1227,001,97.9,99.10000000000001,1.2,Warning
108900,3.58,3.0,20.9,1392,010,94.9,93.60000000000001,1.3,Warning
109000,3.59,1.28,32.7,1393,010,95.8,95.39999999999999,0.4,Normal
109100,3.6,1.36,36.1,1195,001,87.3,85.5,1.8,Warning
109200,3.67,3.4,29.1,1100,110,98.2,96.0,2.2,Warning
109300,3.61,2.36,25.0,1397,010,87.5,88.1,0.6,Normal
109400,3.67,4.67,25.1,1279,010,88.3,87.89999999999999,0.4,Normal
109500,3.59,2.63,28.5,1280,110,86.9,86.9,0.0,Normal
109600,3.61,1.57,28.5,1334,011,91.6,93.1,1.5,Warning
109700,3.4,3.86,34.6,1107,101,98.3,99.6,1.3,Warning
109800,3.69,2.17,26.7,1126,011,88.8,88.5,0.3,Normal
109900,3.63,3.1,32.2,1245,111,90.6,90.19999999999999,0.4,Normal
110000,3.7,3.79,28.5,1190,000,97.7,97.3,0.4,Normal
110100,3.31,4.6,26.3,1371,011,94.3,93.89999999999999,0.4,Normal
110200,3.81,4.17,28.3,1104,011,96.3,97.0,0.7,Normal
110300,3.59,3.71,31.7,1181,000,88.2,84.5,3.7,Fault
110400,3.71,3.72,34.6,1318,010,95.7,94.9,0.8,Normal
110500,3.5,4.78,28.7,1217,010,88.4,88.80000000000001,0.4,Normal
110600,3.66,2.18,24.0,1180,011,99.8,98.7,1.1,Warning
110700,3.49,1.0,35.0,1169,000,93.4,94.2,0.8,Normal
110800,3.54,2.09,25.5,1214,010,95.4,94.9,0.5,Normal
110900,3.79,1.87,31.3,1362,100,86.8,85.7,1.1,Warning
111000,3.58,3.65,29.9,1241,001,88.8,87.5,1.3,Warning
111100,3.62,3.53,29.2,1306,001,87.1,88.5,1.4,Warning
111200,3.69,3.37,27.6,1210,101,90.9,85.9,5.0,Fault
111300,3.65,1.06,33.1,1211,001,89.3,87.0,2.3,Warning
111400,3.62,3.92,12.1,1142,011,96.0,92.5,3.5,Fault
111500,3.64,2.29,35.7,1384,001,86.6,86.5,0.1,Normal
111600,3.84,3.66,25.4,1227,001,96.3,95.39999999999999,0.9,Normal
111700,3.59,3.23,32.0,1284,100,85.7,85.10000000000001,0.6,Normal
111800,3.62,2.37,31.8,1328,010,88.0,88.3,0.3,Normal
111900,3.71,1.54,36.4,1320,100,96.9,95.30000000000001,1.6,Warning
112000,3.71,1.38,31.0,1216,011,96.1,96.89999999999999,0.8,Normal
112100,3.72,4.33,25.9,1169,001,92.1,90.6,1.5,Warning
112200,3.66,4.67,22.0,1169,110,85.7,85.9,0.2,Normal
112300,3.49,3.6,28.3,1209,010,94.1,93.0,1.1,Warning
112400,3.76,1.41,20.2,1231,101,91.1,88.39999999999999,2.7,Warning
112500,3.49,2.61,26.9,1155,101,89.7,89.4,0.3,Normal
112600,3.63,3.92,28.5,1188,111,94.6,92.89999999999999,1.7,Warning
112700,3.52,4.12,26.6,1236,111,91.5,91.8,0.3,Normal
112800,3.59,1.47,30.2,1230,001,86.4,87.7,1.3,Warning
112900,3.63,1.0,28.8,1317,001,98.7,95.7,3.0,Warning
